fake_name,point,Work_accident,mission,satisfaction_level,promotion_last_5years,last_evaluation,impact,Department,level,somebody,left,research,average_montly_hours,xy,camera,number_project,time_spend_company,from,significant,fake_date_of_birth,his,fake_zipcode,fake_misc,fake_surname,salary,xyz,me
Tiffany,1.4489249342880353,0.0,-3.1099005338847023,0.61,0.0,0.7,0.03,,2.9847329435929955,1.45,0.0,-0.12363149198816865,225.0,'put',0.07,3.0,3.0,1.45,16153,2007-12-23,-2.9847329435929955,86895,'fight',Acevedo,low,make,2.9847329435929955
Elizabeth,1.334084258042983,0.0,-0.6589041920203009,0.78,0.0,0.8,0.03,Sales,0.40882533499965024,1.33,0.0,-0.7559607882685755,135.0,'heavy',0.07,3.0,7.0,1.33,22243,1912-04-09,-0.40882533499965024,16856,'reality',Ross,medium,arm,0.40882533499965024
Karen,0.5115733019693305,0.0,-1.1809431355088431,0.67,0.0,0.54,0.03,,1.1418221073425838,0.51,1.0,-0.0194955687806869,166.0,'way',0.07,3.0,5.0,0.51,15617,1930-05-22,-1.1418221073425838,80930,'none',Todd,medium,week,1.1418221073425838
David,1.162538140705697,0.0,nan,0.87,0.0,0.9,0.03,Customer Service,1.5007836504997516,1.16,1.0,-0.3445910658684566,258.0,'hope',0.07,5.0,5.0,1.16,25988,1986-12-10,-1.5007836504997516,13038,'need',Pacheco,low,city,1.5007836504997516
Nathan,0.8542765036621657,0.0,-2.7563795168758762,0.84,1.0,0.73,0.03,Inventory Management,2.739021936644267,0.85,0.0,0.1959013474005856,197.0,'gas',0.07,4.0,3.0,0.85,13338,1926-03-19,-2.739021936644267,59468,'here',Anderson,low,debate,2.739021936644267
Rhonda,0.7439175215251794,0.0,-1.409924573174032,0.62,0.0,0.64,0.03,Inventory Management,1.334236112216212,0.74,0.0,-0.11788187065524669,163.0,'decision',0.07,4.0,3.0,0.74,27504,1931-11-09,-1.334236112216212,38285,'become',Fletcher,low,idea,1.334236112216212
Amber,0.2112721224751648,0.0,-1.9379852420994015,0.83,0.0,0.49,0.03,Inventory Management,2.0105303546749544,0.21,0.0,0.414383687651322,218.0,'magazine',0.07,4.0,2.0,0.21,21916,1977-08-20,-2.0105303546749544,42205,'exactly',Carlson,low,change,2.0105303546749544
Christine,1.0117612904229776,1.0,-1.8724628579764817,0.95,0.0,0.94,0.03,Sales,1.7667648674023226,1.01,0.0,-0.17346076820064388,269.0,'between',0.07,2.0,4.0,1.01,25497,2010-08-12,-1.7667648674023226,62477,'professional',Medina,low,protect,1.7667648674023226
James,1.750473990168929,0.0,-2.519402428061471,0.14,0.0,0.76,0.03,Manager,2.2924832341148464,1.75,0.0,-0.5098865111901207,142.0,'strong',0.07,4.0,10.0,1.75,27535,1913-08-05,-2.2924832341148464,83795,nan,Myers,high,yard,2.2924832341148464
Kathryn,2.1020922193663063,0.0,0.6466334733261051,0.88,0.0,0.88,0.03,Inventory Management,-0.22863839384516793,-2.1,0.0,1.3052157531510469,153.0,'dinner',0.07,3.0,3.0,-2.1,27211,1941-02-26,-0.22863839384516793,96440,'become',Stewart,low,agent,0.22863839384516793
Raymond,0.6247377291479264,0.0,-2.2492958269883503,0.41,0.0,0.4,0.03,Sales,2.250885773272887,0.62,0.0,0.21128882472542881,194.0,'show',0.07,2.0,2.0,0.62,21617,1917-05-19,-2.250885773272887,84152,'serious',Wagner,low,risk,2.250885773272887
Maria,1.202932652366327,1.0,0.9355103882356789,0.99,0.0,0.65,0.03,Customer Service,-1.2545600621855115,1.2,0.0,-1.1271961328315787,209.0,'a',0.07,3.0,2.0,1.2,21021,2015-03-24,-1.2545600621855115,99301,'once',Lawson,low,rest,1.2545600621855115
Rebecca,2.2715631059890136,1.0,-1.7908275588774127,0.97,0.0,0.96,0.03,Inventory Management,nan,2.27,0.0,nan,210.0,'away',0.07,5.0,6.0,2.27,21431,2022-08-05,-1.40592631423775,67012,'need',Martinez,low,reflect,1.40592631423775
Deborah,1.0595545697073725,0.0,-2.4574970983581235,0.69,0.0,0.59,0.03,Sales,nan,1.06,0.0,-0.037010038948988896,264.0,'technology',0.07,4.0,3.0,1.06,11385,1957-08-09,-2.3771781738705844,85875,'six',White,medium,subject,2.3771781738705844
Eric,0.80107740650319,1.0,-0.7951198307859128,0.97,0.0,0.6,0.03,,0.6693872252731803,0.8,0.0,-0.3375748799433917,169.0,'often',0.07,3.0,2.0,0.8,29030,1955-12-13,-0.6693872252731803,44180,'trade',Thompson,low,year,0.6693872252731803
Shari,2.1445668516092606,1.0,0.8993837217796736,0.24,0.0,0.7,0.03,Marketing,nan,-2.14,0.0,1.2617735995855426,153.0,nan,0.07,6.0,5.0,-2.14,17002,2013-06-03,-0.4876022442286905,91581,'professional',Daugherty,low,involve,0.4876022442286905
Jordan,0.2984066438801566,0.0,-1.6049205404075,0.77,0.0,0.52,0.03,Sales,1.7680321908622934,-0.3,0.0,0.6795028602369528,216.0,'so',0.07,4.0,3.0,-0.3,12650,1929-05-21,-1.7680321908622934,14430,'cup',Flores,medium,public,1.7680321908622934
Kara,1.599728139526889,0.0,0.09548077911925418,0.39,0.0,0.57,0.03,Sales,0.24687856912394923,-1.6,1.0,1.1088183562382794,127.0,'carry',0.07,2.0,3.0,-1.6,25974,1973-01-03,-0.24687856912394923,55862,'lose',Page,low,create,0.24687856912394923
Jordan,1.8136152665767735,0.0,0.4168536607356932,0.61,0.0,0.77,0.03,Customer Service,-0.04759511565729291,-1.81,0.0,1.167178883495299,142.0,'change',0.07,4.0,3.0,-1.81,22595,1994-08-30,-0.04759511565729291,58692,'attention',Jackson,medium,draw,0.04759511565729291
Linda,0.7722391548347247,1.0,-1.0525893252741407,0.52,0.0,0.95,0.03,Customer Service,1.2850544038819163,-0.77,0.0,0.8552848860424298,171.0,'interest',0.07,3.0,3.0,-0.77,28029,1977-12-24,-1.2850544038819163,67735,nan,Snyder,low,chair,1.2850544038819163
Julie,1.2062614423083293,0.0,-1.7365543016069027,0.9,0.0,0.63,0.03,,1.5802086982464956,1.21,0.0,-0.35124332793755536,173.0,'ready',0.07,4.0,3.0,1.21,11463,1961-04-03,-1.5802086982464956,13537,'report',Lopez,medium,state,1.5802086982464956
Jeffrey,1.673724985779258,1.0,-1.0987568738183844,0.81,0.0,0.92,0.03,Inventory Management,0.8016535623159697,1.67,0.0,-0.8691603161562838,255.0,'under',0.07,5.0,4.0,1.67,15156,2002-08-22,-0.8016535623159697,74363,'lose',Rogers,low,eight,0.8016535623159697
Marcia,1.260630041433112,0.0,-0.7365145448101934,1.0,0.0,0.61,0.03,,0.507170637194196,1.26,0.0,-0.6811641926857637,264.0,'will',0.07,5.0,3.0,1.26,17953,1977-02-18,-0.507170637194196,14924,'individual',Marshall,medium,employee,0.507170637194196
Mallory,1.0188737591251253,0.0,-1.643879521703928,0.94,0.0,0.59,0.03,Inventory Management,1.5226528240831474,1.02,0.0,-0.24509594482136074,241.0,'else',0.07,4.0,2.0,1.02,25611,1943-06-20,-1.5226528240831474,61856,'give',Hernandez,low,feeling,1.5226528240831474
Christopher,0.07975632823780932,0.0,-1.0269120363896882,0.66,0.0,0.58,0.03,,1.1070798307635732,-0.08,0.0,0.35578656024682875,205.0,'street',0.07,3.0,3.0,-0.08,14090,1935-08-11,-1.1070798307635732,83882,'far',Hammond,medium,treatment,1.1070798307635732
Preston,1.2645644664815419,0.0,-0.026175762451718883,0.53,0.0,0.58,0.03,Inventory Management,nan,1.26,0.0,nan,251.0,'nation',0.07,4.0,2.0,1.26,26964,2000-04-28,-0.24747020504123007,98109,'four',Summers,medium,their,0.24747020504123007
George,1.1744996186419965,0.0,-0.5114860734507825,0.65,0.0,0.97,0.03,,0.7984128289446102,-1.17,0.0,0.9834844148503149,198.0,'sea',0.07,3.0,3.0,-1.17,10676,1940-04-17,-0.7984128289446102,42944,'once',Bradley,low,beyond,0.7984128289446102
Ronnie,1.3758498013337797,0.0,-1.3396908811157102,0.92,0.0,0.81,0.03,Sales,1.1221594999752604,1.38,0.0,-0.5873365296604709,196.0,'threat',0.07,3.0,2.0,1.38,27387,1973-04-23,-1.1221594999752604,66946,'attention',Mccormick,medium,same,1.1221594999752604
Colleen,1.5564089830657024,0.0,0.9757771118722494,0.64,0.0,0.71,0.03,Inventory Management,-1.3742277446251157,1.56,0.0,-1.3900750492771308,231.0,'maybe',0.07,3.0,4.0,1.56,17327,2001-08-21,-1.3742277446251157,80379,'themselves',Jennings,medium,door,1.3742277446251157
Christopher,2.11428622082261,0.0,nan,0.89,0.0,0.62,0.03,Administration,-0.21287983523897935,-2.11,0.0,1.3174768083947006,144.0,'whom',0.07,5.0,2.0,-2.11,13875,1925-06-05,-0.21287983523897935,21734,'themselves',Huynh,low,area,0.21287983523897935
Clarence,0.1813641000217513,0.0,-1.5694489494030475,0.71,0.0,0.65,0.03,Inventory Management,1.6259634962793685,0.18,0.0,0.3282866625325036,239.0,'skill',0.07,4.0,3.0,0.18,23812,2013-11-02,-1.6259634962793685,54395,'firm',Carroll,low,trade,1.6259634962793685
Amanda,0.9577862524880995,0.0,-0.8064555683483958,0.55,0.0,0.4,0.03,Administration,1.0642530817683473,-0.96,0.0,0.9154250357074636,158.0,'allow',0.07,3.0,3.0,-0.96,14682,1985-01-04,-1.0642530817683473,96415,'report',Fletcher,low,production,1.0642530817683473
Matthew,0.37295835087251417,1.0,-2.442460346462872,0.93,0.0,0.96,0.03,Customer Service,2.510667269561432,0.37,0.0,0.4464465970846056,223.0,'out',0.07,4.0,3.0,0.37,11270,1917-05-13,-2.510667269561432,07078,'show',Alvarado,high,star,2.510667269561432
Kenneth,0.40980856685738853,0.0,-1.360532399823745,0.56,0.0,0.78,0.03,Customer Service,1.3545456559183187,0.41,0.0,0.1051204367851564,200.0,'social',0.07,3.0,2.0,0.41,22092,1995-08-28,-1.3545456559183187,87084,'cup',Bullock,medium,win,1.3545456559183187
Michael,1.640687393683371,0.0,0.08504588177206626,0.7,0.0,0.74,0.03,,0.26686693527401306,-1.64,0.0,1.1409599710244218,194.0,'expert',0.07,3.0,3.0,-1.64,10861,1966-10-06,-0.26686693527401306,80052,'exactly',Kelley,low,return,0.26686693527401306
Karen,1.0178725740163632,1.0,-0.36909879399934326,0.89,0.0,0.88,0.03,Sales,0.17012197267823315,1.02,0.0,-0.6157022203418914,241.0,'growth',0.07,5.0,2.0,1.02,10310,1973-07-18,-0.17012197267823315,10226,'age',Harper,medium,home,0.17012197267823315
Kevin,1.5702147279730525,0.0,0.10766884563172727,0.1,0.0,0.83,0.03,,0.22752112523383428,-1.57,1.0,1.084298515592152,302.0,'blood',0.07,7.0,5.0,-1.57,17135,1985-11-27,-0.22752112523383428,68029,'serious',Patel,medium,western,0.22752112523383428
Rodney,0.8680050886200872,0.0,nan,0.44,0.0,0.53,0.03,,0.7124931402415247,0.87,1.0,nan,127.0,'consumer',0.07,2.0,3.0,0.87,12507,1915-12-17,-0.7124931402415247,95322,'far',Yang,medium,card,0.7124931402415247
Kimberly,1.8404297966108485,0.0,-1.5228786664000242,0.47,0.0,0.46,0.03,,1.2154302503038774,1.84,0.0,-0.8640684633071394,152.0,'adult',0.07,2.0,2.0,1.84,28342,1958-02-24,-1.2154302503038774,20798,'southern',Henry,medium,capital,1.2154302503038774
Troy,0.8124395378433888,1.0,-1.1637165582234938,0.56,0.0,0.85,0.03,Manager,1.0580549401507244,0.81,0.0,-0.23828312778056196,265.0,'especially',0.07,3.0,10.0,0.81,18159,2021-11-21,-1.0580549401507244,42256,'professional',Frazier,low,defense,1.0580549401507244
Gina,1.7075639723410807,0.0,-0.016977296738934444,0.1,0.0,0.85,0.03,Inventory Management,0.3896865004291059,-1.71,1.0,1.2181940181232378,254.0,'store',0.07,6.0,4.0,-1.71,15611,1976-10-07,-0.3896865004291059,07618,'past',Klein,medium,live,0.3896865004291059
Catherine,1.5293475341666483,0.0,nan,0.88,0.0,0.59,0.03,Manager,1.2879431457689448,1.53,0.0,-0.6417218366034779,227.0,'color',0.07,4.0,3.0,1.53,25761,2012-04-22,-1.2879431457689448,02831,'professional',Bishop,medium,commercial,1.2879431457689448
Jennifer,1.158448282566177,0.0,nan,0.53,0.0,0.77,0.03,Inventory Management,0.7904807163823616,-1.16,0.0,0.9708614190721527,271.0,'be',0.07,2.0,2.0,-1.16,15663,1951-06-01,-0.7904807163823616,99589,'light',Oneal,low,simple,0.7904807163823616
Ryan,1.1030370841819424,0.0,-0.6621783199631384,0.67,0.0,0.52,0.03,Inventory Management,0.94276706489125,-1.1,0.0,0.9766028300891089,152.0,'about',0.07,2.0,5.0,-1.1,18778,1995-06-15,-0.94276706489125,68115,'far',Singh,medium,attention,0.94276706489125
Martin,0.6498081745599273,0.0,-1.6216481398683291,0.2,0.0,0.56,0.03,Administration,1.5793930761226986,0.65,0.0,0.01065493804161454,217.0,'future',0.07,3.0,5.0,0.65,29742,1930-11-20,-1.5793930761226986,83655,'lose',Miller,medium,write,1.5793930761226986
Brenda,0.8877267456087884,0.0,-0.8454155160040576,0.87,0.0,1.0,0.03,Inventory Management,1.0903466413986735,-0.89,1.0,0.8769949819862455,224.0,'back',0.07,4.0,5.0,-0.89,12698,2017-11-09,-1.0903466413986735,65179,'cup',Johnson,medium,such,1.0903466413986735
Kaitlyn,0.9767443503258274,0.0,-2.063658531039169,0.29,0.0,0.85,0.03,,1.9772762735945986,0.98,0.0,-0.09288932533947503,211.0,'floor',0.07,4.0,2.0,0.98,25206,1952-07-22,-1.9772762735945986,90442,'money',Meyer,low,me,1.9772762735945986
Pamela,0.7131948984376748,0.0,-0.13329635918511254,0.45,0.0,0.57,0.03,Administration,-0.013786010189108744,0.71,1.0,-0.4679087700802871,134.0,'pretty',0.07,2.0,3.0,0.71,28364,1984-09-18,-0.013786010189108744,91142,'reality',Roberts,low,finally,0.013786010189108744
Jeffrey,0.7907099437547838,1.0,-1.434141929524058,0.56,0.0,0.48,0.03,Inventory Management,1.3497497425161236,0.79,0.0,-0.14407454074033113,197.0,nan,0.07,4.0,3.0,0.79,11767,1972-04-08,-1.3497497425161236,60146,'always',Pearson,high,build,1.3497497425161236
Jenny,0.31074171006614737,0.0,-2.4301381449916066,0.24,0.0,0.62,0.03,Sales,2.5111335823937013,0.31,0.0,0.4870632134213818,199.0,'church',0.07,5.0,4.0,0.31,20532,2004-03-27,-2.5111335823937013,01666,'data',Webb,low,room,2.5111335823937013
Tamara,1.8213997873566905,0.0,-1.433352248690916,0.36,0.0,0.51,0.03,,1.124570323849894,1.82,1.0,-0.8766245866871697,155.0,'response',0.07,2.0,3.0,1.82,19570,1962-02-19,-1.124570323849894,64260,'four',Tucker,low,wall,1.124570323849894
Pamela,1.7983315155554616,0.0,0.2312294876661404,0.96,0.0,0.9,0.03,Sales,0.14605550582657267,-1.8,0.0,1.210388094098968,198.0,'oil',0.07,5.0,2.0,-1.8,17502,1959-09-28,-0.14605550582657267,09656,'rise',Malone,medium,enough,0.14605550582657267
Cynthia,1.3305661623263574,0.0,-0.9341790672833185,0.6,0.0,0.79,0.03,Sales,0.7017023052957359,1.33,0.0,-0.6732791723713782,262.0,'subject',0.07,4.0,3.0,1.33,12321,1928-07-15,-0.7017023052957359,48581,'professional',Lambert,low,test,0.7017023052957359
Kendra,0.7037858898120493,0.0,-1.2412047210168056,0.68,0.0,0.51,0.03,Customer Service,nan,-0.7,0.0,0.8615876707846749,259.0,'benefit',0.07,3.0,3.0,-0.7,26902,1983-06-20,-1.4703062437934322,85447,'past',Gardner,medium,a,1.4703062437934322
Veronica,0.3895362975975173,0.0,-0.4116366300170068,0.82,0.0,0.85,0.03,Sales,0.3520260857224914,0.39,1.0,-0.15686981182990692,248.0,'the',0.07,5.0,5.0,0.39,15905,1989-07-20,-0.3520260857224914,55520,'serious',Cowan,low,power,0.3520260857224914
Larry,1.1865812552946093,0.0,0.5992853034831838,1.0,0.0,0.85,0.03,Inventory Management,-0.8942117353649663,1.19,0.0,-1.0176427176795155,150.0,'operation',0.07,3.0,3.0,1.19,11109,2014-08-03,-0.8942117353649663,62611,'past',Johnson,low,approach,0.8942117353649663
Joseph,0.7989190648570705,0.0,-0.8669983658023059,0.11,0.0,0.87,0.03,Customer Service,1.0939195318248884,-0.8,1.0,0.8201824855347162,264.0,'reduce',0.07,6.0,4.0,-0.8,21483,2023-10-14,-1.0939195318248884,23264,'individual',Munoz,medium,across,1.0939195318248884
April,0.5300688835518585,0.0,-1.980251548802373,0.48,0.0,0.51,0.03,,1.9859919867692613,0.53,0.0,0.200185295377348,152.0,'require',0.07,4.0,4.0,0.53,28805,2001-04-20,-1.9859919867692613,82303,'focus',Mcconnell,high,station,1.9859919867692613
Jonathan,0.9324851233662426,0.0,-0.8333105106145903,0.44,0.0,0.48,0.03,Inventory Management,1.0872434437023057,-0.93,0.0,nan,226.0,'edge',0.07,2.0,3.0,-0.93,26028,1989-05-02,-1.0872434437023057,69817,'need',Walker,low,increase,1.0872434437023057
Donald,0.5557935117508526,0.0,-0.7766815431531102,0.87,0.0,0.97,0.03,Customer Service,0.703210063141736,0.56,1.0,-0.1686678254224127,250.0,'couple',0.07,5.0,6.0,0.56,26108,1930-07-25,-0.703210063141736,04475,'here',Nunez,low,value,0.703210063141736
James,0.5542555400742959,0.0,-0.2710814338480791,0.09,0.0,0.8,0.03,Inventory Management,0.1670212350715321,0.55,1.0,-0.3148460765025959,279.0,'dinner',0.07,5.0,4.0,0.55,16635,1974-03-04,-0.1670212350715321,65034,'teach',Reyes,low,far,0.1670212350715321
Lucas,1.4878376037432848,0.0,-0.11784493360866538,0.92,0.0,0.78,0.03,Inventory Management,0.4488974375046675,-1.49,0.0,1.0914559438791838,194.0,'small',0.07,3.0,3.0,-1.49,26754,1990-03-18,-0.4488974375046675,76902,'region',Bean,medium,few,0.4488974375046675
Breanna,0.886687908172541,0.0,nan,0.38,0.0,0.49,0.03,,0.31762326171928357,0.89,1.0,nan,135.0,'option',0.07,2.0,3.0,0.89,20967,1928-11-11,-0.31762326171928357,28126,'lose',Li,low,entire,0.31762326171928357
Elizabeth,0.2520086901052373,0.0,-1.7077805938719752,0.53,1.0,0.74,0.03,Customer Service,1.8670843175826932,-0.25,0.0,0.6764974797604832,237.0,'institution',0.07,5.0,2.0,-0.25,16258,1921-06-08,-1.8670843175826932,03589,nan,Shaw,medium,system,1.8670843175826932
David,1.4280278063499032,0.0,-0.24878483502065135,0.09,0.0,0.78,0.03,Inventory Management,nan,-1.43,1.0,1.087100341834599,263.0,'its',0.07,6.0,4.0,-1.43,29885,1980-12-09,-0.5748275884776128,27931,'age',Jennings,low,country,0.5748275884776128
William,1.152173795575881,0.0,-1.7916958727250638,0.77,0.0,0.75,0.03,Sales,1.6504956292724162,1.15,0.0,-0.2967516580537578,246.0,'what',0.07,6.0,6.0,1.15,29511,2006-04-09,-1.6504956292724162,95309,'serious',Hill,low,choose,1.6504956292724162
Kevin,0.5206070739498367,1.0,-0.05074237353596765,0.67,1.0,0.91,0.03,Sales,-0.059470212576671955,0.52,0.0,-0.3551186304280295,245.0,'network',0.07,2.0,2.0,0.52,12019,1964-11-18,-0.059470212576671955,90977,'social',Hill,medium,stuff,0.059470212576671955
Renee,0.41582423504228494,0.0,-0.48847181765820785,0.71,0.0,0.89,0.03,,0.42783879091989885,0.42,0.0,-0.15316724784384192,244.0,nan,0.07,3.0,4.0,0.42,16227,2008-08-07,-0.42783879091989885,26607,'human',Anderson,medium,receive,0.42783879091989885
Traci,0.5812713783820898,0.0,-1.0955059384220844,0.89,0.0,0.95,0.03,Customer Service,1.2890295577635351,-0.58,0.0,0.7321002555634659,246.0,'history',0.07,3.0,4.0,-0.58,17364,2005-01-31,-1.2890295577635351,86531,'free',Snyder,low,different,1.2890295577635351
Laura,0.25668071540178405,0.0,-1.0403181337950906,0.59,0.0,0.76,0.03,Inventory Management,1.0480764982363726,0.26,0.0,0.12064810181657695,264.0,'never',0.07,3.0,3.0,0.26,19691,1910-12-05,-1.0480764982363726,11283,nan,Wilkerson,medium,baby,1.0480764982363726
Daniel,1.038047444059021,0.0,-1.7144020228817451,0.49,0.0,0.52,0.03,Sales,1.593315245234787,1.04,0.0,-0.2381773584659106,156.0,'ability',0.07,3.0,2.0,1.04,25590,1997-01-13,-1.593315245234787,05515,'fill',Anderson,low,full,1.593315245234787
Adam,0.6763751948103112,1.0,-0.15427561154156477,0.1,0.0,0.93,0.03,Customer Service,0.016490603474413335,0.68,1.0,-0.4356370101593697,289.0,'hot',0.07,6.0,4.0,0.68,18021,1966-09-30,-0.016490603474413335,83481,'trade',Savage,low,become,0.016490603474413335
Amanda,0.22003713268452196,0.0,-1.96451240485751,0.44,0.0,0.53,0.03,,2.036772164991959,0.22,1.0,0.4158828428351937,127.0,'treatment',0.07,2.0,3.0,0.22,24329,1978-11-02,-2.036772164991959,73366,'easy',Benitez,medium,value,2.036772164991959
Jasmine,1.2085275395573203,0.0,-0.7494927607670822,0.37,0.0,0.53,0.03,Sales,0.5322833316025203,1.21,1.0,nan,131.0,'newspaper',0.07,2.0,3.0,1.21,10256,1959-07-28,-0.5322833316025203,36124,'individual',Poole,low,process,0.5322833316025203
Rita,0.1259284068376576,0.0,-1.865183140595724,0.39,0.0,0.51,0.03,Administration,2.0066710905574334,-0.13,1.0,0.6327637688315629,151.0,'hour',0.07,2.0,3.0,-0.13,12115,2009-01-20,-2.0066710905574334,23733,'fill',Hill,medium,employee,2.0066710905574334
Donna,0.6676167755272666,0.0,0.5475183744562564,0.43,0.0,0.51,0.03,Sales,-0.7263200833846144,0.67,1.0,-0.6338323045787685,128.0,'education',0.07,2.0,3.0,0.67,28140,2021-09-02,-0.7263200833846144,19530,'report',Williams,low,person,0.7263200833846144
Richard,0.5523620852428905,0.0,-1.2877517042426916,0.09,0.0,0.93,0.03,,1.4867410061873572,-0.55,1.0,0.7675570565422759,308.0,'agreement',0.07,6.0,4.0,-0.55,12696,1988-05-25,-1.4867410061873572,09558,'past',Wilcox,low,prepare,1.4867410061873572
Kenneth,0.7423169720585352,0.0,-1.2970702033522703,0.89,0.0,0.65,0.03,Customer Service,1.2148277298136247,0.74,1.0,-0.14961683385305233,195.0,'let',0.07,5.0,6.0,0.74,10353,1966-03-04,-1.2148277298136247,93821,'old',Scott,low,beat,1.2148277298136247
Tina,1.1877982540456635,1.0,-0.5480709823591543,0.31,0.0,0.64,0.03,Inventory Management,0.3230541757286567,1.19,0.0,nan,183.0,'study',0.07,6.0,2.0,1.19,11430,2021-05-23,-0.3230541757286567,95734,'always',Ramsey,low,be,0.3230541757286567
Elizabeth,1.293805802517789,0.0,0.005739290105985175,0.8,0.0,0.77,0.03,,-0.28770195506506036,1.29,0.0,-0.920939457208528,194.0,'order',0.07,4.0,3.0,1.29,14876,1998-03-13,-0.28770195506506036,59257,nan,Chen,medium,approach,0.28770195506506036
Darren,0.9753684682273347,0.0,-0.6836556353420632,0.66,0.0,0.53,0.03,Sales,0.937769438947559,-0.98,0.0,0.8921483375855563,162.0,'five',0.07,4.0,3.0,-0.98,16848,1921-02-16,-0.937769438947559,05568,'region',Richardson,low,check,0.937769438947559
Ryan,1.7152087190547314,0.0,-2.3471464728488605,0.65,0.0,0.42,0.03,,2.117367662936222,1.72,0.0,-0.5350046737504892,220.0,'report',0.07,6.0,2.0,1.72,12540,1952-06-19,-2.117367662936222,42092,'once',Jacobs,low,always,2.117367662936222
Edward,0.28173478595463186,0.0,nan,0.84,0.0,0.49,0.03,Customer Service,1.6543287295465403,0.28,0.0,0.27075460876830265,178.0,'guess',0.07,4.0,3.0,0.28,27981,1910-11-04,-1.6543287295465403,02703,'pay',Williamson,medium,pattern,1.6543287295465403
Alexandra,0.7820415120023596,0.0,0.022922275311418206,0.59,0.0,0.59,0.03,,-0.19454453037926256,0.78,0.0,-0.562328586681313,197.0,'area',0.07,4.0,7.0,0.78,20830,1928-12-05,-0.19454453037926256,48948,'here',Rodriguez,medium,adult,0.19454453037926256
Jorge,0.314452889293914,0.0,nan,0.11,0.0,0.8,0.03,Inventory Management,1.6961899410679293,-0.31,1.0,0.6702251828029502,282.0,'they',0.07,6.0,4.0,-0.31,29044,1914-07-28,-1.6961899410679293,57322,nan,James,medium,strong,1.6961899410679293
Christine,1.5702468852124651,0.0,-1.883705022340044,0.53,0.0,0.6,0.03,Inventory Management,nan,1.57,0.0,-0.5669982405403647,247.0,'hold',0.07,5.0,3.0,1.57,15680,2011-11-12,-1.6571338432937235,07629,'once',Brooks,low,guy,1.6571338432937235
Monica,0.4350853021786437,1.0,-2.210937985676143,0.6,0.0,0.55,0.03,,2.251461913619928,0.44,0.0,0.3348667576669343,177.0,'child',0.07,3.0,3.0,0.44,12265,2016-08-20,-2.251461913619928,43026,'focus',Beasley,low,include,2.251461913619928
